Filename,Method,DICE
healthy-30-roi5.tif,Otsu Threshold,0.6803066430787376
healthy-30-roi5.tif,Riddler Threshold,0.6803066430787376
healthy-30-roi6.tif,Otsu Threshold,0.44676255378999713
healthy-30-roi6.tif,Riddler Threshold,0.6399299337246238
healthy-31-roi1.tif,Otsu Threshold,0.6008407566810129
healthy-31-roi1.tif,Riddler Threshold,0.602085020242915
healthy-31-roi2.tif,Otsu Threshold,0.46458334972810905
healthy-31-roi2.tif,Riddler Threshold,0.5590370692005534
healthy-31-roi3.tif,Otsu Threshold,0.5235345291851361
healthy-31-roi3.tif,Riddler Threshold,0.6081416564472228
healthy-31-roi4.tif,Otsu Threshold,0.5546872738849816
healthy-31-roi4.tif,Riddler Threshold,0.5546872738849816
healthy-31-roi5.tif,Otsu Threshold,0.41815381828064135
healthy-31-roi5.tif,Riddler Threshold,0.6625727308701324
healthy-32-roi1.tif,Otsu Threshold,0.5854579217339686
healthy-32-roi1.tif,Riddler Threshold,0.5921441731564199
healthy-32-roi2.tif,Otsu Threshold,0.5949806244801071
healthy-32-roi2.tif,Riddler Threshold,0.5987722984385944
healthy-32-roi3.tif,Otsu Threshold,0.597803592966419
healthy-32-roi3.tif,Riddler Threshold,0.6019048108684755
healthy-32-roi4.tif,Otsu Threshold,0.5362102058375803
healthy-32-roi4.tif,Riddler Threshold,0.5413787064354901
healthy-32-roi5.tif,Otsu Threshold,0.38596201349933495
healthy-32-roi5.tif,Riddler Threshold,0.38596201349933495
